Origin_airport,Destination_airport,Origin_city,Origin_State,Destination_city,Destination_State,Passengers,Seats,Flights,Distance,Fly_date,Origin_population,Destination_population,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long
STL,EWR,St. Louis,MO,Newark,NJ,9415,20043,153,872,01/03/2002,2733818,18590085,38.74869919,-90.37000275,40.69250107,-74.16870117
MDW,ORD,Chicago,IL,Chicago,IL,36,108,1,16,01/10/1992,16720340,16720340,41.7859993,-87.75240326,41.97859955,-87.90480042
STL,DTW,St. Louis,MO,Detroit,MI,704,828,12,440,01/02/2006,2791682,8969084,38.74869919,-90.37000275,42.21239853,-83.35340118
CLT,DTW,Charlotte,NC,Detroit,MI,4328,5700,57,500,01/04/1999,1255975,8962394,35.2140007,-80.94309998,42.21239853,-83.35340118
JFK,ATL,New York,NY,Atlanta,GA,0,0,9,760,01/01/2000,36705486,4281905,40.63980103,-73.77890015,33.63669968,-84.42810059
PUB,ELP,Pueblo,CO,El Paso,TX,72,94,1,460,01/10/2004,148578,702433,38.28910065,-104.4970016,31.80719948,-106.3779984
CLT,EWR,Charlotte,NC,Newark,NJ,1368,1900,19,528,01/02/1999,1255975,17431724,35.2140007,-80.94309998,40.69250107,-74.16870117
MCI,ORD,Kansas City,MO,Chicago,IL,6854,7350,50,403,01/06/1998,1795891,17529224,39.2976,-94.713898,41.97859955,-87.90480042
MSP,EWR,Minneapolis,MN,Newark,NJ,2676,4588,31,1008,01/11/2005,3132772,18798114,44.88199997,-93.22180176,40.69250107,-74.16870117
MHT,ORD,Manchester,NH,Chicago,IL,64,108,1,843,01/04/1999,367233,17655010,42.93259811,-71.43569946,41.97859955,-87.90480042
PHX,AUS,Phoenix,AZ,Austin,TX,12020,16714,122,868,01/08/1999,3013696,1146050,33.43429947,-112.012001,30.19449997,-97.66989899
IND,DFW,Indianapolis,IN,Dallas,TX,150,224,1,762,01/08/2007,1697656,12313304,39.7173,-86.294403,32.89680099,-97.03800201
SEA,EWR,Seattle,WA,Newark,NJ,580,620,5,2401,01/09/2004,6327406,18747431,47.44900131,-122.3089981,40.69250107,-74.16870117
DFW,ORD,Dallas,TX,Chicago,IL,6261,7113,29,802,01/07/2006,11998822,18797710,32.89680099,-97.03800201,41.97859955,-87.90480042
MSY,TPA,New Orleans,LA,Tampa,FL,3266,5460,42,487,01/04/1990,1263257,2075572,29.99340057,-90.25800323,27.97550011,-82.53320313
ATL,DFW,Atlanta,GA,Dallas,TX,0,0,5,732,01/10/1996,3652439,8994450,33.63669968,-84.42810059,32.89680099,-97.03800201
RDU,ORD,Raleigh,NC,Chicago,IL,2781,3492,33,647,01/07/2007,1045871,18903872,35.87760162,-78.78749847,41.97859955,-87.90480042
TUS,DFW,Tucson,AZ,Dallas,TX,2329,3317,31,813,01/10/1992,692538,8314270,32.11610031,-110.9410019,32.89680099,-97.03800201
STL,MWA,St. Louis,MO,Marion,IL,162,1387,73,100,01/12/2008,2818688,64605,38.74869919,-90.37000275,37.75500107,-89.01110077
MCI,ATL,Kansas City,MO,Atlanta,GA,14605,16050,107,692,01/07/2005,1958504,4947012,39.2976,-94.713898,33.63669968,-84.42810059
DTW,ATL,Detroit,MI,Atlanta,GA,14578,16728,82,594,01/07/1999,8962394,3988728,42.21239853,-83.35340118,33.63669968,-84.42810059
ERI,DTW,Erie,PA,Detroit,MI,548,1224,36,163,01/11/2001,281524,8958464,42.08312701,-80.17386675,42.21239853,-83.35340118
IAH,DFW,Houston,TX,Dallas,TX,7360,16230,111,224,01/03/1993,4058868,8450926,29.9843998,-95.34140015,32.89680099,-97.03800201
SLC,TUS,Salt Lake City,UT,Tucson,AZ,6188,6950,139,601,01/01/2007,1092594,996593,40.78839874,-111.9779968,32.11610031,-110.9410019
IAH,DTW,Houston,TX,Detroit,MI,4294,4960,40,1076,01/07/2004,5190444,8996622,29.9843998,-95.34140015,42.21239853,-83.35340118
DFW,TPA,Dallas,TX,Tampa,FL,4346,6324,31,929,01/11/1990,8019250,2075572,32.89680099,-97.03800201,27.97550011,-82.53320313
PIA,DFW,Peoria,IL,Dallas,TX,40,44,1,673,01/09/2009,375865,12895230,40.66419983,-89.69329834,32.89680099,-97.03800201
ORD,BOS,Chicago,IL,Boston,MA,1095,1351,7,867,01/03/2007,18903872,9007842,41.97859955,-87.90480042,42.36429977,-71.00520325
IND,TPA,Indianapolis,IN,Tampa,FL,453,548,4,838,01/06/2006,1671898,2684639,39.7173,-86.294403,27.97550011,-82.53320313
MAF,DFW,Midland,TX,Dallas,TX,493,528,12,309,01/12/2006,123391,11998822,31.94249916,-102.2020035,32.89680099,-97.03800201
DFW,ATL,Dallas,TX,Atlanta,GA,12094,14372,57,732,01/10/1998,9475022,3872031,32.89680099,-97.03800201,33.63669968,-84.42810059
BUF,ATL,Buffalo,NY,Atlanta,GA,8927,10570,151,712,01/10/2004,1148714,4802300,42.94049835,-78.73220062,33.63669968,-84.42810059
DFW,ATL,Dallas,TX,Atlanta,GA,2596,2980,20,732,01/02/2002,10953156,4555490,32.89680099,-97.03800201,33.63669968,-84.42810059
MKE,ORD,Milwaukee,WI,Chicago,IL,142,150,1,67,01/07/2008,1550451,19031272,42.94720078,-87.89659882,41.97859955,-87.90480042
STL,MIA,St. Louis,MO,Miami,FL,3093,4785,33,1068,01/04/1999,2663420,9521044,38.74869919,-90.37000275,25.79319954,-80.29060364
MSP,ORD,Minneapolis,MN,Chicago,IL,6787,9152,64,334,01/08/1994,2690359,17018756,44.88199997,-93.22180176,41.97859955,-87.90480042
ABQ,ELP,Albuquerque,NM,El Paso,TX,2254,7344,68,223,01/09/1996,680994,674005,35.04019928,-106.6090012,31.80719948,-106.3779984
AUS,DFW,Austin,TX,Dallas,TX,1207,4686,33,190,01/10/2002,1353176,10953156,30.19449997,-97.66989899,32.89680099,-97.03800201
EVV,ORD,Evansville,IN,Chicago,IL,171,220,5,273,01/05/2006,348728,18797710,38.03699875,-87.53240204,41.97859955,-87.90480042
PIT,ORD,Pittsburgh,PA,Chicago,IL,3193,4488,102,412,01/04/2003,2400193,18572324,40.49150085,-80.23290253,41.97859955,-87.90480042
IAH,OMA,Houston,TX,Omaha,NE,2679,3193,31,781,01/07/1996,4268132,728169,29.9843998,-95.34140015,41.30319977,-95.89409637
MSP,EWR,Minneapolis,MN,Newark,NJ,3433,6572,53,1008,01/10/2002,3053303,18590085,44.88199997,-93.22180176,40.69250107,-74.16870117
IAH,MIA,Houston,TX,Miami,FL,0,0,3,964,01/09/2003,5084017,10561342,29.9843998,-95.34140015,25.79319954,-80.29060364
FWA,ORD,Fort Wayne,IN,Chicago,IL,0,0,0,157,01/02/2002,396060,18490270,40.97850037,-85.19509888,41.97859955,-87.90480042
CMH,ORD,Columbus,OH,Chicago,IL,99,140,1,296,01/12/2008,1779822,19031272,39.9980011,-82.89189911,41.97859955,-87.90480042
JFK,ATL,New York,NY,Atlanta,GA,0,0,7,760,01/03/2000,36705486,4281905,40.63980103,-73.77890015,33.63669968,-84.42810059
DCA,BOS,Washington,DC,Boston,MA,2296,3942,27,399,01/07/1990,8270942,8269386,38.8521,-77.037697,42.36429977,-71.00520325
BTM,EKO,Butte,MT,Elko,NV,107,124,1,391,01/08/2001,33717,46622,45.95479965,-112.4970016,40.82490158,-115.7919998
ABI,DFW,Abilene,TX,Dallas,TX,41,100,1,158,01/02/2004,158571,11379964,32.41130066,-99.68190002,32.89680099,-97.03800201
TVC,DTW,Traverse City,MI,Detroit,MI,1133,2500,25,207,01/04/1995,117505,8837982,44.74140167,-85.5821991,42.21239853,-83.35340118
DBQ,ORD,Dubuque,IA,Chicago,IL,2658,3450,69,147,01/10/2007,92254,18903872,42.40200043,-90.70950317,41.97859955,-87.90480042
RNO,EKO,Reno,NV,Elko,NV,334,846,46,230,01/01/2006,402383,47170,39.49909973,-119.7679977,40.82490158,-115.7919998
CLE,DTW,Cleveland,OH,Detroit,MI,5549,10132,68,95,01/10/1997,2126219,8934802,41.4117012,-81.84980011,42.21239853,-83.35340118
BTV,ORD,Burlington,VT,Chicago,IL,661,756,7,763,01/06/1999,194748,17655010,44.47190094,-73.15329742,41.97859955,-87.90480042
DTW,ATL,Detroit,MI,Atlanta,GA,1322,1488,12,594,01/12/2006,8969084,5119641,42.21239853,-83.35340118,33.63669968,-84.42810059
DCA,BOS,Washington,DC,Boston,MA,1563,3744,26,399,01/06/1999,9231820,8550938,38.8521,-77.037697,42.36429977,-71.00520325
SYR,DTW,Syracuse,NY,Detroit,MI,399,600,6,374,01/02/2009,646084,8806874,43.11119843,-76.10630035,42.21239853,-83.35340118
DTW,ORD,Detroit,MI,Chicago,IL,8536,10850,155,235,01/11/2009,8806874,19161134,42.21239853,-83.35340118,41.97859955,-87.90480042
BWI,ATL,Baltimore,MD,Atlanta,GA,22771,29394,207,576,01/11/2004,2638066,4802300,39.17539978,-76.66829681,33.63669968,-84.42810059
ATL,MCN,Atlanta,GA,Macon,GA,66,528,8,79,01/02/1995,3548667,215429,33.63669968,-84.42810059,32.69279861,-83.64920044
ORD,ATL,Chicago,IL,Atlanta,GA,6438,10707,83,606,01/04/2004,18664180,4802300,41.97859955,-87.90480042,33.63669968,-84.42810059
CVG,ORD,Cincinnati,OH,Chicago,IL,130,287,1,264,01/01/1995,1935662,17155070,39.04880142,-84.6678009,41.97859955,-87.90480042
BOS,EWR,Boston,MA,Newark,NJ,0,0,23,200,01/03/2006,8946954,18825633,42.36429977,-71.00520325,40.69250107,-74.16870117
BDL,ATL,Hartford,CT,Atlanta,GA,3659,5508,27,859,01/01/2003,1173575,4673146,41.93889999,-72.68319702,33.63669968,-84.42810059
MEM,ATL,Memphis,TN,Atlanta,GA,363,546,3,332,01/11/2004,1249048,4802300,35.04240036,-89.97669983,33.63669968,-84.42810059
PBI,DFW,West Palm Beach,FL,Dallas,TX,4624,8142,59,1103,01/11/1994,4373451,8613622,26.68320084,-80.09559631,32.89680099,-97.03800201
BHM,ATL,Birmingham,AL,Atlanta,GA,10947,18847,103,134,01/02/2002,1065089,4555490,33.56290054,-86.75350189,33.63669968,-84.42810059
ATL,ORD,Atlanta,GA,Chicago,IL,85,150,1,606,01/01/1996,3652439,17287860,33.63669968,-84.42810059,41.97859955,-87.90480042
RIC,EWR,Richmond,VA,Newark,NJ,137,276,6,278,01/12/2001,1111363,18490029,37.50519943,-77.31970215,40.69250107,-74.16870117
DTW,APN,Detroit,MI,Alpena,MI,925,1326,39,198,01/03/1999,8962394,30615,42.21239853,-83.35340118,45.0780983,-83.56030273
YIP,LRD,Detroit,MI,Laredo,TX,0,0,2,1353,01/12/1998,8944948,186798,42.23789978,-83.53040314,27.54380035,-99.46160126
ORD,TUL,Chicago,IL,Tulsa,OK,5287,7907,57,585,01/03/1998,17529224,831724,41.97859955,-87.90480042,36.19839859,-95.88809967
RIC,DTW,Richmond,VA,Detroit,MI,5808,8600,86,456,01/06/1999,1058930,8962394,37.50519943,-77.31970215,42.21239853,-83.35340118
ABQ,DFW,Albuquerque,NM,Dallas,TX,0,162,1,569,01/04/2009,857903,12895230,35.04019928,-106.6090012,32.89680099,-97.03800201
BDL,ATL,Hartford,CT,Atlanta,GA,4213,6348,46,859,01/12/1993,1115908,3339551,41.93889999,-72.68319702,33.63669968,-84.42810059
ORD,CAK,Chicago,IL,Akron,OH,3051,4350,88,344,01/11/2002,18490270,699606,41.97859955,-87.90480042,40.91609955,-81.44219971
JFK,ORD,New York,NY,Chicago,IL,9131,11100,111,740,01/12/2009,38139592,19161134,40.63980103,-73.77890015,41.97859955,-87.90480042
TPA,MIA,Tampa,FL,Miami,FL,830,1260,42,204,01/11/2005,2638814,10886318,27.97550011,-82.53320313,25.79319954,-80.29060364
FLL,ATL,Fort Lauderdale,FL,Atlanta,GA,11927,20831,69,581,01/09/1997,4623697,3756986,26.07259941,-80.15270233,33.63669968,-84.42810059
LAS,DFW,Las Vegas,NV,Dallas,TX,5850,6696,54,1055,01/07/2002,1515571,10953156,36.08010101,-115.1520004,32.89680099,-97.03800201
IAH,DAL,Houston,TX,Dallas,TX,3492,9179,67,217,01/11/1997,4351339,9231044,29.9843998,-95.34140015,32.8470993,-96.85179901
HNL,ATL,Honolulu,HI,Atlanta,GA,16455,17174,62,4502,01/07/2008,902745,5385586,21.31870079,-157.9219971,33.63669968,-84.42810059
STL,ATL,St. Louis,MO,Atlanta,GA,29,73,1,484,01/04/1990,2584656,3087755,38.74869919,-90.37000275,33.63669968,-84.42810059
ORD,DFW,Chicago,IL,Dallas,TX,84,118,1,802,01/08/1992,16720340,8314270,41.97859955,-87.90480042,32.89680099,-97.03800201
ANC,ORD,Anchorage,AK,Chicago,IL,0,0,9,2846,01/01/2007,360908,18903872,61.17440033,-149.9960022,41.97859955,-87.90480042
ATL,EWR,Atlanta,GA,Newark,NJ,12797,19468,157,745,01/01/2001,4432950,18490029,33.63669968,-84.42810059,40.69250107,-74.16870117
MEM,JLN,Memphis,TN,Joplin,MO,0,0,1,291,01/06/2008,1298529,172615,35.04240036,-89.97669983,37.15179825,-94.49829865
DTW,ATL,Detroit,MI,Atlanta,GA,4328,6556,44,594,01/02/1999,8962394,3988728,42.21239853,-83.35340118,33.63669968,-84.42810059
SJC,RNO,San Jose,CA,Reno,NV,13751,21235,155,188,01/07/2003,1723138,374743,37.36259842,-121.9290009,39.49909973,-119.7679977
CLE,ATL,Cleveland,OH,Atlanta,GA,129,152,2,554,01/07/2009,2091286,5475213,41.4117012,-81.84980011,33.63669968,-84.42810059
JAX,DFW,Jacksonville,FL,Dallas,TX,15,107,1,919,01/10/1995,1000893,8787062,30.49410057,-81.68789673,32.89680099,-97.03800201
CMH,BOS,Columbus,OH,Boston,MA,1200,6068,41,640,01/12/1991,1430345,8227986,39.9980011,-82.89189911,42.36429977,-71.00520325
DCA,BOS,Washington,DC,Boston,MA,5433,12000,80,399,01/09/2002,10029142,8918022,38.8521,-77.037697,42.36429977,-71.00520325
MSP,HLN,Minneapolis,MN,Helena,MT,907,1400,28,913,01/02/2008,3237612,72444,44.88199997,-93.22180176,46.60680008,-111.9830017
LAX,DFW,Los Angeles,CA,Dallas,TX,4285,5598,31,1235,01/02/1995,23203726,8787062,33.94250107,-118.4079971,32.89680099,-97.03800201
IAH,DFW,Houston,TX,Dallas,TX,840,1300,13,224,01/12/1995,4191632,8787062,29.9843998,-95.34140015,32.89680099,-97.03800201
MSP,ORD,Minneapolis,MN,Chicago,IL,5133,7884,54,334,01/06/1990,2548237,16395048,44.88199997,-93.22180176,41.97859955,-87.90480042
BWI,ATL,Baltimore,MD,Atlanta,GA,22257,27401,151,576,01/07/1997,2474658,3756986,39.17539978,-76.66829681,33.63669968,-84.42810059
MLU,ATL,Monroe,LA,Atlanta,GA,2675,4278,31,448,01/10/1994,167160,3444861,32.51089859,-92.03769684,33.63669968,-84.42810059
CMH,DTW,Columbus,OH,Detroit,MI,1574,2574,33,155,01/02/2002,1659344,8972134,39.9980011,-82.89189911,42.21239853,-83.35340118
MKE,ORD,Milwaukee,WI,Chicago,IL,2742,6027,21,67,01/08/1992,1453354,16720340,42.94720078,-87.89659882,41.97859955,-87.90480042
CMH,EWR,Columbus,OH,Newark,NJ,99,238,2,462,01/09/1990,1410167,16868983,39.9980011,-82.89189911,40.69250107,-74.16870117
BTM,BZN,Butte,MT,Bozeman,MT,1625,4110,55,65,01/01/2008,32776,89812,45.95479965,-112.4970016,45.77750015,-111.1529999
STL,ORD,St. Louis,MO,Chicago,IL,5953,7832,59,258,01/09/1994,2624554,17018756,38.74869919,-90.37000275,41.97859955,-87.90480042
CMH,ORD,Columbus,OH,Chicago,IL,1045,1364,31,296,01/12/2004,1696238,18664180,39.9980011,-82.89189911,41.97859955,-87.90480042
GYY,OMA,Gary,IN,Omaha,NE,120,122,1,440,01/04/2004,9332090,800459,41.61629868,-87.41280365,41.30319977,-95.89409637
MIA,EWR,Miami,FL,Newark,NJ,218,288,2,1086,01/12/1991,8312530,16874842,25.79319954,-80.29060364,40.69250107,-74.16870117
PBI,ATL,West Palm Beach,FL,Atlanta,GA,97,444,3,545,01/11/1991,4156265,3163883,26.68320084,-80.09559631,33.63669968,-84.42810059
DFW,ORD,Dallas,TX,Chicago,IL,52321,73912,532,802,01/03/1996,8994450,17287860,32.89680099,-97.03800201,41.97859955,-87.90480042
CLT,DAY,Charlotte,NC,Dayton,OH,434,700,14,370,01/01/2003,1436890,845508,35.2140007,-80.94309998,39.90240097,-84.2193985
TPA,EWR,Tampa,FL,Newark,NJ,2670,3380,26,998,01/10/1990,2075572,16868983,27.97550011,-82.53320313,40.69250107,-74.16870117
SPS,LAW,Wichita Falls,TX,Lawton,OK,9,30,1,40,01/08/1999,147004,106621,33.98880005,-98.49189758,34.56769943,-98.41660309
JFK,ORD,New York,NY,Chicago,IL,0,0,34,740,01/03/2004,37494862,18664180,40.63980103,-73.77890015,41.97859955,-87.90480042
LEX,ORD,Lexington,KY,Chicago,IL,3597,4400,88,323,01/07/2003,426187,18572324,38.03649902,-84.60590363,41.97859955,-87.90480042
IND,TPA,Indianapolis,IN,Tampa,FL,3101,4232,29,838,01/04/1996,1406510,2195269,39.7173,-86.294403,27.97550011,-82.53320313
AUS,ATL,Austin,TX,Atlanta,GA,150,160,1,813,01/04/2009,1705075,5475213,30.19449997,-97.66989899,33.63669968,-84.42810059
FLL,DTW,Fort Lauderdale,FL,Detroit,MI,253,300,3,1127,01/04/1993,4286215,8711888,26.07259941,-80.15270233,42.21239853,-83.35340118
BNA,DTW,Nashville,TN,Detroit,MI,7428,12600,126,457,01/08/1995,1161336,8837982,36.12450027,-86.67819977,42.21239853,-83.35340118
MSP,DFW,Minneapolis,MN,Dallas,TX,3748,4256,56,852,01/11/2007,3204196,12313304,44.88199997,-93.22180176,32.89680099,-97.03800201
ORD,BZN,Chicago,IL,Bozeman,MT,1691,2046,31,1186,01/02/2009,19161134,90343,41.97859955,-87.90480042,45.77750015,-111.1529999
MCO,TPA,Orlando,FL,Tampa,FL,126,150,1,80,01/12/1996,1422502,2195269,28.42939949,-81.30899811,27.97550011,-82.53320313
RNO,DTW,Reno,NV,Detroit,MI,123,130,1,1903,01/04/2005,394881,8988796,39.49909973,-119.7679977,42.21239853,-83.35340118
DFW,TYR,Dallas,TX,Tyler,TX,67,88,2,103,01/01/2005,11632814,189910,32.89680099,-97.03800201,32.35409927,-95.40239716
MSP,CWA,Minneapolis,MN,Wausau,WI,561,884,26,175,01/09/1997,2795024,122238,44.88199997,-93.22180176,44.77759933,-89.66680145
OKC,DFW,Oklahoma City,OK,Dallas,TX,44,141,1,175,01/01/2003,1131487,11164066,35.39310074,-97.60070038,32.89680099,-97.03800201
IAH,EWR,Houston,TX,Newark,NJ,10896,13408,87,1400,01/04/2007,5597674,18901167,29.9843998,-95.34140015,40.69250107,-74.16870117
MSY,DFW,New Orleans,LA,Dallas,TX,15972,18626,134,448,01/06/1996,1287349,8994450,29.99340057,-90.25800323,32.89680099,-97.03800201
LIT,ATL,Little Rock,AR,Atlanta,GA,2139,2842,29,453,01/01/1990,535979,3087755,34.72940063,-92.22429657,33.63669968,-84.42810059
GPT,TPA,Gulfport,MS,Tampa,FL,3034,3393,29,429,01/02/2004,254385,2578104,30.40730095,-89.07009888,27.97550011,-82.53320313
STL,ORD,St. Louis,MO,Chicago,IL,98,139,1,258,01/10/1997,2651494,17405264,38.74869919,-90.37000275,41.97859955,-87.90480042
TPA,MIA,Tampa,FL,Miami,FL,1117,3850,35,204,01/10/1992,2113572,8451688,27.97550011,-82.53320313,25.79319954,-80.29060364
MEM,CWA,Memphis,TN,Wausau,WI,0,0,17,672,01/09/2005,1261429,127532,35.04240036,-89.97669983,44.77759933,-89.66680145
MSP,FAR,Minneapolis,MN,Fargo,ND,250,330,3,223,01/10/1999,2872109,170122,44.88199997,-93.22180176,46.92070007,-96.81580353
ATL,TUL,Atlanta,GA,Tulsa,OK,4576,9660,92,674,01/10/1994,3444861,794748,33.63669968,-84.42810059,36.19839859,-95.88809967
ORD,ALB,Chicago,IL,Albany,NY,525,1470,10,723,01/09/1995,17155070,828038,41.97859955,-87.90480042,42.74829865,-73.80169678
CMH,MIA,Columbus,OH,Miami,FL,118,264,6,990,01/09/2003,1678827,10561342,39.9980011,-82.89189911,25.79319954,-80.29060364
RNO,TUS,Reno,NV,Tucson,AZ,0,120,1,710,01/10/2008,416657,1009832,39.49909973,-119.7679977,32.11610031,-110.9410019
JFK,BOS,New York,NY,Boston,MA,1557,4154,31,187,01/12/2001,36980058,8886620,40.63980103,-73.77890015,42.36429977,-71.00520325
MEM,DTW,Memphis,TN,Detroit,MI,2560,3700,37,610,01/02/1997,1145788,8934802,35.04240036,-89.97669983,42.21239853,-83.35340118
PHX,RNO,Phoenix,AZ,Reno,NV,4600,8061,57,601,01/02/1992,2366971,270629,33.43429947,-112.012001,39.49909973,-119.7679977
MSP,DTW,Minneapolis,MN,Detroit,MI,254,620,5,528,01/11/2002,3053303,8972134,44.88199997,-93.22180176,42.21239853,-83.35340118
BWI,EWR,Baltimore,MD,Newark,NJ,188,188,1,169,01/08/2008,2677712,18968501,39.17539978,-76.66829681,40.69250107,-74.16870117
CVG,BOS,Cincinnati,OH,Boston,MA,1859,2280,57,752,01/07/2004,2083905,8912958,39.04880142,-84.6678009,42.36429977,-71.00520325
CLT,EWR,Charlotte,NC,Newark,NJ,0,0,2,529,01/04/2007,1650974,18901167,35.2140007,-80.94309998,40.69250107,-74.16870117
BTM,BZN,Butte,MT,Bozeman,MT,260,1890,27,65,01/02/2005,32737,80708,45.95479965,-112.4970016,45.77750015,-111.1529999
CAK,ORD,Akron,OH,Chicago,IL,6104,13200,93,344,01/07/1991,663958,16550288,40.91609955,-81.44219971,41.97859955,-87.90480042
SAT,IAH,San Antonio,TX,Houston,TX,20980,33349,232,191,01/05/1992,1462319,3983375,29.53370094,-98.46980286,29.9843998,-95.34140015
ELP,DAL,El Paso,TX,Dallas,TX,3100,5490,45,562,01/03/1995,668890,8787062,31.80719948,-106.3779984,32.8470993,-96.85179901
CVG,BOS,Cincinnati,OH,Boston,MA,1058,1100,22,752,01/09/2009,2171896,9177360,39.04880142,-84.6678009,42.36429977,-71.00520325
DAY,ORD,Dayton,OH,Chicago,IL,0,0,8,240,01/08/2003,845508,18572324,39.90240097,-84.2193985,41.97859955,-87.90480042
ELP,MLU,El Paso,TX,Monroe,LA,95,122,1,841,01/10/2007,727828,172588,31.80719948,-106.3779984,32.51089859,-92.03769684
PIT,DTW,Pittsburgh,PA,Detroit,MI,1845,2134,22,201,01/06/1998,2418452,8944948,40.49150085,-80.23290253,42.21239853,-83.35340118
COS,ORD,Colorado Springs,CO,Chicago,IL,1510,1782,27,911,01/03/2009,626227,19161134,38.80580139,-104.7009964,41.97859955,-87.90480042
BOS,TUL,Boston,MA,Tulsa,OK,107,173,1,1394,01/03/2003,8916374,876919,42.36429977,-71.00520325,36.19839859,-95.88809967
DAY,ORD,Dayton,OH,Chicago,IL,0,0,9,240,01/06/2004,845594,18664180,39.90240097,-84.2193985,41.97859955,-87.90480042
DCA,DTW,Washington,DC,Detroit,MI,2494,4800,48,405,01/06/1991,8369110,8578382,38.8521,-77.037697,42.21239853,-83.35340118
MSP,BOS,Minneapolis,MN,Boston,MA,9865,15832,87,1124,01/09/2003,3078253,8916374,44.88199997,-93.22180176,42.36429977,-71.00520325
MSY,ATL,New Orleans,LA,Atlanta,GA,41,107,1,425,01/12/1997,1286268,3756986,29.99340057,-90.25800323,33.63669968,-84.42810059
MDW,ATL,Chicago,IL,Atlanta,GA,15814,26325,225,590,01/09/2004,18664180,4802300,41.7859993,-87.75240326,33.63669968,-84.42810059
IAH,DTW,Houston,TX,Detroit,MI,5603,8600,86,1076,01/12/1999,4540138,8962394,29.9843998,-95.34140015,42.21239853,-83.35340118
BDL,ATL,Hartford,CT,Atlanta,GA,5112,7040,44,859,01/03/2009,1195998,5475213,41.93889999,-72.68319702,33.63669968,-84.42810059
BHM,MDW,Birmingham,AL,Chicago,IL,1854,2806,23,570,01/11/1998,1036121,17529224,33.56290054,-86.75350189,41.7859993,-87.75240326
RUT,BOS,Rutland,VT,Boston,MA,141,836,44,127,01/12/2006,63484,8946954,43.52939987,-72.94960022,42.36429977,-71.00520325
PHX,ELP,Phoenix,AZ,El Paso,TX,82,150,1,347,01/05/1997,2841395,685388,33.43429947,-112.012001,31.80719948,-106.3779984
MIA,DFW,Miami,FL,Dallas,TX,4336,6902,29,1121,01/11/1998,9383038,9475022,25.79319954,-80.29060364,32.89680099,-97.03800201
DTW,ORD,Detroit,MI,Chicago,IL,0,140,2,235,01/10/2006,8969084,18797710,42.21239853,-83.35340118,41.97859955,-87.90480042
MCO,BUF,Orlando,FL,Buffalo,NY,2649,4110,30,1011,01/12/2006,1999994,1130913,28.42939949,-81.30899811,42.94049835,-78.73220062
LAS,ELP,Las Vegas,NV,El Paso,TX,893,2147,19,584,01/01/2001,1456549,684780,36.08010101,-115.1520004,31.80719948,-106.3779984
TPA,DTW,Tampa,FL,Detroit,MI,834,894,6,983,01/01/2003,2522780,8985512,27.97550011,-82.53320313,42.21239853,-83.35340118
ORD,CAK,Chicago,IL,Akron,OH,1436,3840,60,344,01/05/1995,17155070,680297,41.97859955,-87.90480042,40.91609955,-81.44219971
SEA,DFW,Seattle,WA,Dallas,TX,1833,2356,19,1660,01/09/2007,6614720,12313304,47.44900131,-122.3089981,32.89680099,-97.03800201
PIT,ATL,Pittsburgh,PA,Atlanta,GA,10028,12987,111,526,01/04/2006,2361482,5119641,40.49150085,-80.23290253,33.63669968,-84.42810059
MKE,DTW,Milwaukee,WI,Detroit,MI,2639,3278,22,238,01/01/2000,1502305,8914942,42.94720078,-87.89659882,42.21239853,-83.35340118
LAX,EWR,Los Angeles,CA,Newark,NJ,24986,35988,199,2454,01/12/1998,23895178,17341505,33.94250107,-118.4079971,40.69250107,-74.16870117
DCA,ORD,Washington,DC,Chicago,IL,4424,5626,29,612,01/08/1991,8369110,16550288,38.8521,-77.037697,41.97859955,-87.90480042
LAX,EWR,Los Angeles,CA,Newark,NJ,7524,11102,61,2454,01/05/2003,25434866,18671320,33.94250107,-118.4079971,40.69250107,-74.16870117
LAS,OMA,Las Vegas,NV,Omaha,NE,116,122,1,1099,01/08/1996,1044023,728169,36.08010101,-115.1520004,41.30319977,-95.89409637
