S.no,Report_Month,Customer_Segment,Product_Type,Total_Revenue,Expected_Provision_Rate,Calculated_Provision_Amount,Net_Revenue,report_date_clean,,,
8103,2024-03,Enterprise,AddOn_D,27060.6,0.01,189.42,26871.18,01/03/2024,,,
8104,2024-03,Retail,Subscription_C,2908.88,0.04,107.63,2801.25,01/03/2024,,,
8105,2024-10,Enterprise,Product_B,25539.82,0.01,178.78,25361.04,01/10/2024,,,
8106,2024-09,SMB,Product_B,14519.19,0.04,508.17,14011.02,01/09/2024,,,
8107,2024-08,Enterprise,Subscription_C,23191.89,0.01,139.15,23052.74,01/08/2024,,,
8108,2024-06,Enterprise,AddOn_D,24523.13,0.01,220.71,24302.42,01/06/2024,,,
8109,2024-08,Retail,Subscription_C,2973.46,0.04,127.86,2845.6,01/08/2024,,,
8110,2024-03,SMB,Product_B,10204.97,0.02,224.51,9980.46,01/03/2024,,,
8111,2024-01,Retail,Product_B,4893.33,0.04,185.95,4707.38,01/01/2024,,,
8112,2024-04,Enterprise,Service_A,26897.95,0.01,295.88,26602.07,01/04/2024,,,
8113,2024-05,Retail,AddOn_D,2079.19,0.05,108.12,1971.07,01/05/2024,,,
8114,2024-03,Enterprise,AddOn_D,17902.4,0.01,125.32,17777.08,01/03/2024,,,
8115,2024-09,Enterprise,Product_B,22879.51,0.01,160.16,22719.35,01/09/2024,,,
8116,2024-08,SMB,AddOn_D,12516.15,0.02,287.87,12228.28,01/08/2024,,,
8117,2024-01,Enterprise,Service_A,28733.53,0.01,258.6,28474.93,01/01/2024,,,
8118,2024-06,Enterprise,Service_A,16420.25,0.01,229.88,16190.37,01/06/2024,,,
8119,2024-01,Enterprise,Subscription_C,26426.82,0.01,317.12,26109.7,01/01/2024,,,
8120,2024-05,SMB,Service_A,5467.52,0.02,103.88,5363.64,01/05/2024,,,
8121,2024-03,Retail,Service_A,2298.71,0.05,114.94,2183.77,01/03/2024,,,
8122,2024-01,Enterprise,AddOn_D,22395.3,0.01,201.56,22193.74,01/01/2024,,,
8123,2024-01,Retail,AddOn_D,1901.07,0.05,96.95,1804.12,01/01/2024,,,
8124,2024-03,Retail,Product_B,3842.76,0.04,169.08,3673.68,01/03/2024,,,
8125,2024-01,Retail,AddOn_D,1694.92,0.04,67.8,1627.12,01/01/2024,,,
8126,2024-03,Retail,Product_B,1558.23,0.06,85.7,1472.53,01/03/2024,,,
8127,2024-05,Retail,AddOn_D,4630.11,0.04,199.09,4431.02,01/05/2024,,,
8128,2024-09,SMB,Subscription_C,7080.17,0.03,226.57,6853.6,01/09/2024,,,
8129,2024-11,Retail,Service_A,1145.1,0.04,46.95,1098.15,01/11/2024,,,
8130,2024-03,SMB,Service_A,8671.03,0.03,225.45,8445.58,01/03/2024,,,
8131,2024-10,Enterprise,Subscription_C,26413.5,0.01,369.79,26043.71,01/10/2024,,,
8132,2024-08,Enterprise,Subscription_C,21105.22,0.01,295.47,20809.75,01/08/2024,,,
8133,2024-05,SMB,Service_A,7184.53,0.02,158.06,7026.47,01/05/2024,,,
8134,2024-04,Enterprise,Subscription_C,25211.39,0.01,302.54,24908.85,01/04/2024,,,
8135,2024-10,Retail,Subscription_C,1257.64,0.05,64.14,1193.5,01/10/2024,,,
8136,2024-04,Retail,Product_B,2376.63,0.06,130.71,2245.92,01/04/2024,,,
8137,2024-06,SMB,Product_B,6713.37,0.03,228.25,6485.12,01/06/2024,,,
8138,2024-04,Retail,AddOn_D,4494.61,0.05,215.74,4278.87,01/04/2024,,,
8139,2024-08,Enterprise,Product_B,28279.3,0.02,424.19,27855.11,01/08/2024,,,
8140,2024-07,Enterprise,AddOn_D,24943.58,0.01,299.32,24644.26,01/07/2024,,,
8141,2024-06,Retail,Service_A,2625.66,0.05,131.28,2494.38,01/06/2024,,,
8142,2024-03,Retail,AddOn_D,3593.94,0.05,176.1,3417.84,01/03/2024,,,
8143,2024-08,SMB,Product_B,7302.85,0.03,219.09,7083.76,01/08/2024,,,
8144,2024-04,Enterprise,Product_B,17462.32,0.01,244.47,17217.85,01/04/2024,,,
8145,2024-11,Enterprise,Subscription_C,28990.29,0.01,202.93,28787.36,01/11/2024,,,
8146,2024-03,Enterprise,Subscription_C,19951.31,0.01,219.46,19731.85,01/03/2024,,,
8147,2024-03,Retail,Product_B,2958.55,0.05,156.8,2801.75,01/03/2024,,,
8148,2024-09,Enterprise,Service_A,27179.36,0.01,298.97,26880.39,01/09/2024,,,
8149,2024-03,SMB,AddOn_D,6905.14,0.04,241.68,6663.46,01/03/2024,,,
8150,2024-05,Enterprise,AddOn_D,23705.45,0.01,308.17,23397.28,01/05/2024,,,
8151,2024-06,Retail,AddOn_D,3397.69,0.05,183.48,3214.21,01/06/2024,,,
8152,2024-07,SMB,Service_A,5519.6,0.03,154.55,5365.05,01/07/2024,,,
8153,2024-06,Enterprise,Service_A,26677.61,0.01,346.81,26330.8,01/06/2024,,,
8154,2024-05,Retail,AddOn_D,2124.45,0.04,80.73,2043.72,01/05/2024,,,
8155,2024-03,Enterprise,Subscription_C,25289.57,0.01,303.47,24986.1,01/03/2024,,,
8156,2024-05,Enterprise,Subscription_C,25952.35,0.01,207.62,25744.73,01/05/2024,,,
8157,2024-09,Retail,AddOn_D,3212.37,0.05,154.19,3058.18,01/09/2024,,,
8158,2024-11,Enterprise,Subscription_C,16651.46,0.01,216.47,16434.99,01/11/2024,,,
8159,2024-01,SMB,AddOn_D,12099.07,0.03,314.58,11784.49,01/01/2024,,,
8160,2024-01,SMB,AddOn_D,5711.87,0.03,188.49,5523.38,01/01/2024,,,
8161,2024-03,Retail,Service_A,2854.16,0.05,154.12,2700.04,01/03/2024,,,
8162,2024-01,Enterprise,Subscription_C,15756.25,0.01,110.29,15645.96,01/01/2024,,,
8163,2024-08,Enterprise,Subscription_C,21706.36,0.01,282.18,21424.18,01/08/2024,,,
8164,2024-01,Enterprise,Product_B,16674.49,0.01,216.77,16457.72,01/01/2024,,,
8165,2024-01,SMB,Product_B,5489.62,0.02,93.32,5396.3,01/01/2024,,,
8166,2024-10,SMB,Subscription_C,6131.97,0.02,147.17,5984.8,01/10/2024,,,
8167,2024-08,Enterprise,AddOn_D,24579.26,0.01,147.48,24431.78,01/08/2024,,,
8168,2024-01,SMB,Service_A,5426.05,0.02,103.09,5322.96,01/01/2024,,,
8169,2024-07,Enterprise,Product_B,23003.39,0.01,207.03,22796.36,01/07/2024,,,
8170,2024-06,Enterprise,Subscription_C,15659.77,0.01,203.58,15456.19,01/06/2024,,,
8171,2024-01,Enterprise,Product_B,28519.74,0.01,199.64,28320.1,01/01/2024,,,
8172,2024-06,SMB,Service_A,13876.85,0.02,222.03,13654.82,01/06/2024,,,
8173,2024-05,Enterprise,Service_A,16839.97,0.01,151.56,16688.41,01/05/2024,,,
8174,2024-08,SMB,Service_A,10959.61,0.03,306.87,10652.74,01/08/2024,,,
8175,2024-08,Enterprise,Service_A,15633.47,0.01,203.24,15430.23,01/08/2024,,,
8176,2024-05,Retail,AddOn_D,4715.02,0.05,235.75,4479.27,01/05/2024,,,
8177,2024-09,Retail,Product_B,3761.17,0.04,157.97,3603.2,01/09/2024,,,
8178,2024-09,SMB,Product_B,6364.35,0.03,178.2,6186.15,01/09/2024,,,
8179,2024-01,Enterprise,Service_A,16356.53,0.01,114.5,16242.03,01/01/2024,,,
8180,2024-03,SMB,Product_B,6397.67,0.02,134.35,6263.32,01/03/2024,,,
8181,2024-06,Enterprise,Subscription_C,23010.27,0.01,322.14,22688.13,01/06/2024,,,
8182,2024-04,SMB,Service_A,6597.03,0.02,131.94,6465.09,01/04/2024,,,
8183,2024-11,Enterprise,Service_A,22351.55,0.01,290.57,22060.98,01/11/2024,,,
8184,2024-11,Enterprise,Service_A,15873,0.01,142.86,15730.14,01/11/2024,,,
8185,2024-10,Enterprise,Subscription_C,19589.32,0.01,235.07,19354.25,01/10/2024,,,
8186,2024-03,Enterprise,Service_A,15370.69,0.01,199.82,15170.87,01/03/2024,,,
8187,2024-07,SMB,Product_B,8611.29,0.02,198.06,8413.23,01/07/2024,,,
8188,2024-03,Enterprise,Product_B,19069.05,0.01,228.83,18840.22,01/03/2024,,,
8189,2024-01,SMB,Subscription_C,7418.44,0.02,140.95,7277.49,01/01/2024,,,
8190,2024-03,SMB,Product_B,13543.89,0.03,460.49,13083.4,01/03/2024,,,
8191,2024-08,Enterprise,Product_B,24243.79,0.01,169.71,24074.08,01/08/2024,,,
8192,2024-09,Retail,Subscription_C,1021.45,0.05,48.01,973.44,01/09/2024,,,
8193,2024-03,Enterprise,AddOn_D,26282.48,0.01,341.67,25940.81,01/03/2024,,,
8194,2024-11,Enterprise,Service_A,23667.68,0.02,355.02,23312.66,01/11/2024,,,
8195,2024-06,Retail,AddOn_D,2222.72,0.05,104.47,2118.25,01/06/2024,,,
8196,2024-10,Retail,Product_B,2863.34,0.04,125.99,2737.35,01/10/2024,,,
8197,2024-08,Retail,Subscription_C,3526.35,0.04,126.95,3399.4,01/08/2024,,,
8198,2024-01,Enterprise,Service_A,26761.73,0.01,267.62,26494.11,01/01/2024,,,
8199,2024-04,Retail,AddOn_D,1859.29,0.05,94.82,1764.47,01/04/2024,,,
8200,2024-03,Retail,Product_B,1621.03,0.05,79.43,1541.6,01/03/2024,,,
8201,2024-08,SMB,Service_A,6369.62,0.02,114.65,6254.97,01/08/2024,,,
8202,2024-08,SMB,Subscription_C,5684.72,0.02,85.27,5599.45,01/08/2024,,,
8203,2024-04,Retail,AddOn_D,2950.09,0.04,115.05,2835.04,01/04/2024,,,
8204,2024-05,Retail,AddOn_D,4049.69,0.05,206.53,3843.16,01/05/2024,,,
8205,2024-04,Retail,Product_B,2206.93,0.04,83.86,2123.07,01/04/2024,,,
8206,2024-05,Enterprise,Subscription_C,19195.34,0.01,134.37,19060.97,01/05/2024,,,
8207,2024-09,Enterprise,Product_B,24788.1,0.01,148.73,24639.37,01/09/2024,,,
8208,2024-01,SMB,Product_B,8675.89,0.03,294.98,8380.91,01/01/2024,,,
8209,2024-01,Enterprise,Subscription_C,21765.92,0.01,217.66,21548.26,01/01/2024,,,
8210,2024-01,SMB,AddOn_D,13996.66,0.02,335.92,13660.74,01/01/2024,,,
8211,2024-03,Retail,Subscription_C,3758.01,0.04,142.8,3615.21,01/03/2024,,,
8212,2024-04,Enterprise,Subscription_C,15900.34,0.01,190.8,15709.54,01/04/2024,,,
8213,2024-01,Retail,Subscription_C,1297,0.04,50.58,1246.42,01/01/2024,,,
8214,2024-03,Retail,Product_B,2149.7,0.05,103.19,2046.51,01/03/2024,,,
8215,2024-08,Enterprise,Service_A,26772.17,0.01,321.27,26450.9,01/08/2024,,,
8216,2024-11,Retail,AddOn_D,1714.65,0.04,65.16,1649.49,01/11/2024,,,
8217,2024-01,Enterprise,Product_B,23908.52,0.01,310.81,23597.71,01/01/2024,,,
8218,2024-01,Retail,Service_A,4672.73,0.04,196.25,4476.48,01/01/2024,,,
8219,2024-10,Enterprise,AddOn_D,15558.1,0.01,124.46,15433.64,01/10/2024,,,
8220,2024-01,SMB,Product_B,6270.14,0.02,100.32,6169.82,01/01/2024,,,
8221,2024-07,Enterprise,Subscription_C,24908.37,0.01,174.36,24734.01,01/07/2024,,,
8222,2024-03,Enterprise,Product_B,26701.34,0.01,213.61,26487.73,01/03/2024,,,
8223,2024-08,Retail,Subscription_C,1197.99,0.05,57.5,1140.49,01/08/2024,,,
8224,2024-03,SMB,Product_B,6679.07,0.02,146.94,6532.13,01/03/2024,,,
8225,2024-08,Retail,AddOn_D,1547.6,0.04,57.26,1490.34,01/08/2024,,,
8226,2024-07,SMB,AddOn_D,13567.75,0.02,230.65,13337.1,01/07/2024,,,
8227,2024-06,SMB,AddOn_D,7108.68,0.02,127.96,6980.72,01/06/2024,,,
8228,2024-03,Retail,AddOn_D,2697.09,0.04,102.49,2594.6,01/03/2024,,,
8229,2024-11,SMB,Product_B,11374.78,0.03,341.24,11033.54,01/11/2024,,,
8230,2024-04,SMB,AddOn_D,11266.55,0.03,360.53,10906.02,01/04/2024,,,
8231,2024-08,Retail,Product_B,1396.09,0.04,57.24,1338.85,01/08/2024,,,
8232,2024-06,Retail,AddOn_D,3541.66,0.04,155.83,3385.83,01/06/2024,,,
8233,2024-03,SMB,Subscription_C,5539.76,0.03,160.65,5379.11,01/03/2024,,,
8234,2024-04,Retail,Subscription_C,3057.24,0.05,162.03,2895.21,01/04/2024,,,
8235,2024-01,SMB,Product_B,5734.76,0.03,172.04,5562.72,01/01/2024,,,
8236,2024-10,SMB,AddOn_D,12253.47,0.03,367.6,11885.87,01/10/2024,,,
8237,2024-11,Retail,AddOn_D,1942,0.05,99.04,1842.96,01/11/2024,,,
8238,2024-10,Retail,Subscription_C,2558.82,0.04,94.68,2464.14,01/10/2024,,,
8239,2024-03,SMB,Subscription_C,14854.48,0.02,252.53,14601.95,01/03/2024,,,
8240,2024-09,Retail,AddOn_D,4341.08,0.05,221.4,4119.68,01/09/2024,,,
8241,2024-11,Retail,Service_A,3707.83,0.05,177.98,3529.85,01/11/2024,,,
8242,2024-09,SMB,Product_B,5556.15,0.03,161.13,5395.02,01/09/2024,,,
8243,2024-03,Retail,Subscription_C,4399.3,0.04,175.97,4223.33,01/03/2024,,,
8244,2024-06,SMB,Subscription_C,6467.66,0.03,194.03,6273.63,01/06/2024,,,
8245,2024-11,Enterprise,Product_B,19534.06,0.02,293.01,19241.05,01/11/2024,,,
8246,2024-04,Enterprise,AddOn_D,17353.84,0.01,104.12,17249.72,01/04/2024,,,
8247,2024-11,Enterprise,Service_A,18881.28,0.01,207.69,18673.59,01/11/2024,,,
8248,2024-01,Enterprise,Service_A,27530.16,0.01,165.18,27364.98,01/01/2024,,,
8249,2024-11,Retail,Service_A,1520.79,0.04,60.83,1459.96,01/11/2024,,,
8250,2024-04,Enterprise,Product_B,24958.13,0.01,199.67,24758.46,01/04/2024,,,
8251,2024-04,SMB,Subscription_C,10755.39,0.02,215.11,10540.28,01/04/2024,,,
8252,2024-11,Retail,Product_B,1005.33,0.05,47.25,958.08,01/11/2024,,,
8253,2024-01,Retail,Service_A,3255.76,0.05,169.3,3086.46,01/01/2024,,,
8254,2024-05,SMB,AddOn_D,6606.27,0.03,224.61,6381.66,01/05/2024,,,
8255,2024-01,Enterprise,Product_B,19534.68,0.01,273.49,19261.19,01/01/2024,,,
8256,2024-09,Retail,AddOn_D,1803.1,0.05,91.96,1711.14,01/09/2024,,,
8257,2024-10,Enterprise,AddOn_D,23994.3,0.02,359.91,23634.39,01/10/2024,,,
8258,2024-11,SMB,Service_A,6804.57,0.02,108.87,6695.7,01/11/2024,,,
8259,2024-01,SMB,AddOn_D,14773.45,0.03,502.3,14271.15,01/01/2024,,,
8260,2024-06,Retail,Service_A,1559.76,0.04,65.51,1494.25,01/06/2024,,,
8261,2024-09,SMB,Product_B,11068.77,0.03,332.06,10736.71,01/09/2024,,,
8262,2024-09,SMB,Subscription_C,8846.36,0.03,291.93,8554.43,01/09/2024,,,
8263,2024-01,Retail,AddOn_D,2972.74,0.05,160.53,2812.21,01/01/2024,,,
8264,2024-01,Retail,AddOn_D,4908.21,0.05,235.59,4672.62,01/01/2024,,,
8265,2024-07,Enterprise,Product_B,19939.26,0.01,119.64,19819.62,01/07/2024,,,
8266,2024-10,Retail,Subscription_C,3997.3,0.05,187.87,3809.43,01/10/2024,,,
8267,2024-05,Retail,Service_A,4116.78,0.05,209.96,3906.82,01/05/2024,,,
8268,2024-06,SMB,Service_A,6078.2,0.02,133.72,5944.48,01/06/2024,,,
8269,2024-05,Retail,Subscription_C,3955.28,0.05,205.67,3749.61,01/05/2024,,,
8270,2024-07,Enterprise,Service_A,16400.99,0.01,180.41,16220.58,01/07/2024,,,
8271,2024-03,SMB,AddOn_D,12069.42,0.03,374.15,11695.27,01/03/2024,,,
8272,2024-01,SMB,AddOn_D,14129.24,0.02,339.1,13790.14,01/01/2024,,,
8273,2024-01,Retail,Subscription_C,3438.03,0.05,182.22,3255.81,01/01/2024,,,
8274,2024-04,SMB,AddOn_D,10451.29,0.02,240.38,10210.91,01/04/2024,,,
8275,2024-08,Enterprise,AddOn_D,25409.42,0.01,355.73,25053.69,01/08/2024,,,
8276,2024-07,Enterprise,Product_B,18453.08,0.01,129.17,18323.91,01/07/2024,,,
8277,2024-10,Enterprise,Subscription_C,28913.41,0.01,202.39,28711.02,01/10/2024,,,
8278,2024-06,SMB,Product_B,10357.89,0.02,176.08,10181.81,01/06/2024,,,
8279,2024-05,SMB,Product_B,14880.61,0.03,446.42,14434.19,01/05/2024,,,
8280,2024-01,Enterprise,AddOn_D,29955.17,0.01,329.51,29625.66,01/01/2024,,,
8281,2024-05,Retail,Subscription_C,2787.02,0.05,144.93,2642.09,01/05/2024,,,
8282,2024-08,Retail,Service_A,2135.85,0.05,102.52,2033.33,01/08/2024,,,
8283,2024-05,Retail,Product_B,1902.88,0.04,76.12,1826.76,01/05/2024,,,
8284,2024-04,SMB,AddOn_D,5834.66,0.02,122.53,5712.13,01/04/2024,,,
8285,2024-06,Retail,Subscription_C,2903.24,0.04,119.03,2784.21,01/06/2024,,,
8286,2024-09,SMB,Subscription_C,14507.95,0.03,464.25,14043.7,01/09/2024,,,
8287,2024-05,Enterprise,Product_B,22806.91,0.01,250.88,22556.03,01/05/2024,,,
8288,2024-11,Enterprise,Service_A,18703.44,0.01,243.14,18460.3,01/11/2024,,,
8289,2024-03,Retail,Subscription_C,1037.6,0.04,41.5,996.1,01/03/2024,,,
8290,2024-03,SMB,AddOn_D,14901.76,0.03,506.66,14395.1,01/03/2024,,,
8291,2024-04,Retail,Product_B,2719.58,0.04,106.06,2613.52,01/04/2024,,,
8292,2024-03,SMB,Subscription_C,5031.52,0.03,171.07,4860.45,01/03/2024,,,
8293,2024-10,Retail,Service_A,4893.9,0.04,205.54,4688.36,01/10/2024,,,
8294,2024-01,Enterprise,Subscription_C,24840.02,0.01,322.92,24517.1,01/01/2024,,,
8295,2024-05,Retail,Service_A,2707.56,0.05,127.26,2580.3,01/05/2024,,,
8296,2024-07,Enterprise,Product_B,19293.73,0.01,250.82,19042.91,01/07/2024,,,
8297,2024-05,SMB,Service_A,7712.81,0.02,169.68,7543.13,01/05/2024,,,
8298,2024-11,Enterprise,Service_A,19834.91,0.01,277.69,19557.22,01/11/2024,,,
8299,2024-04,Enterprise,Subscription_C,20446.82,0.01,204.47,20242.35,01/04/2024,,,
8300,2024-10,SMB,Service_A,13132.96,0.03,328.32,12804.64,01/10/2024,,,
8301,2024-10,SMB,Subscription_C,8271.52,0.02,140.62,8130.9,01/10/2024,,,
8302,2024-07,Enterprise,Product_B,29033.56,0.01,174.2,28859.36,01/07/2024,,,
8303,2024-06,Enterprise,Product_B,18953.79,0.02,284.31,18669.48,01/06/2024,,,
8304,2024-10,SMB,Product_B,12263.84,0.02,208.49,12055.35,01/10/2024,,,
8305,2024-09,Retail,Service_A,4925.12,0.05,241.33,4683.79,01/09/2024,,,
8306,2024-06,Enterprise,AddOn_D,29520.44,0.01,324.72,29195.72,01/06/2024,,,
8307,2024-01,Retail,Subscription_C,4336.51,0.05,221.16,4115.35,01/01/2024,,,
8308,2024-05,Enterprise,Service_A,29524.77,0.01,295.25,29229.52,01/05/2024,,,
8309,2024-09,SMB,Product_B,9000.66,0.02,162.01,8838.65,01/09/2024,,,
8310,2024-07,SMB,Product_B,14537.16,0.02,261.67,14275.49,01/07/2024,,,
8311,2024-09,SMB,Service_A,8607.82,0.02,146.33,8461.49,01/09/2024,,,
8312,2024-03,Enterprise,Subscription_C,20898.15,0.01,292.57,20605.58,01/03/2024,,,
8313,2024-03,Retail,AddOn_D,2171.27,0.05,117.25,2054.02,01/03/2024,,,
8314,2024-07,SMB,AddOn_D,14072.54,0.02,267.38,13805.16,01/07/2024,,,
8315,2024-03,SMB,Service_A,14384.83,0.03,374.01,14010.82,01/03/2024,,,
8316,2024-01,SMB,Product_B,14664.77,0.02,322.62,14342.15,01/01/2024,,,
8317,2024-03,Enterprise,Product_B,28333.87,0.01,311.67,28022.2,01/03/2024,,,
8318,2024-09,Enterprise,AddOn_D,15849.2,0.01,126.79,15722.41,01/09/2024,,,
8319,2024-03,Retail,AddOn_D,4473.05,0.05,232.6,4240.45,01/03/2024,,,
8320,2024-06,Retail,Service_A,4332.26,0.04,186.29,4145.97,01/06/2024,,,
8321,2024-06,Enterprise,Service_A,27655.6,0.01,165.93,27489.67,01/06/2024,,,
8322,2024-01,Enterprise,Service_A,20652.67,0.01,123.92,20528.75,01/01/2024,,,
8323,2024-03,SMB,AddOn_D,13486.68,0.02,283.22,13203.46,01/03/2024,,,
8324,2024-11,SMB,Service_A,8040.52,0.03,241.22,7799.3,01/11/2024,,,
8325,2024-05,Enterprise,Subscription_C,19905.51,0.01,278.68,19626.83,01/05/2024,,,
8326,2024-05,Enterprise,AddOn_D,28839.9,0.01,317.24,28522.66,01/05/2024,,,
8327,2024-11,Enterprise,Product_B,17752.5,0.01,230.78,17521.72,01/11/2024,,,
8328,2024-01,SMB,Subscription_C,12335.54,0.02,234.38,12101.16,01/01/2024,,,
8329,2024-07,SMB,Subscription_C,8751.03,0.03,262.53,8488.5,01/07/2024,,,
8330,2024-05,SMB,Subscription_C,10569.84,0.02,243.11,10326.73,01/05/2024,,,
8331,2024-07,Enterprise,Service_A,23535.04,0.01,164.75,23370.29,01/07/2024,,,
8332,2024-08,Enterprise,Product_B,21103.84,0.01,211.04,20892.8,01/08/2024,,,
8333,2024-08,Enterprise,Product_B,17050.41,0.01,153.45,16896.96,01/08/2024,,,
8334,2024-01,Retail,Subscription_C,4277.82,0.06,235.28,4042.54,01/01/2024,,,
8335,2024-03,SMB,Product_B,8198.17,0.02,172.16,8026.01,01/03/2024,,,
8336,2024-09,Enterprise,Product_B,25200.49,0.01,252,24948.49,01/09/2024,,,
8337,2024-08,Retail,Subscription_C,4208.55,0.05,218.84,3989.71,01/08/2024,,,
8338,2024-07,Enterprise,AddOn_D,29194,0.01,291.94,28902.06,01/07/2024,,,
8339,2024-03,Enterprise,AddOn_D,18869,0.01,207.56,18661.44,01/03/2024,,,
8340,2024-01,Retail,Subscription_C,2466.75,0.04,88.8,2377.95,01/01/2024,,,
8341,2024-08,Retail,Product_B,1040.56,0.04,45.78,994.78,01/08/2024,,,
8342,2024-05,Retail,Subscription_C,4696.85,0.05,248.93,4447.92,01/05/2024,,,
8343,2024-03,SMB,Service_A,11556.39,0.02,265.8,11290.59,01/03/2024,,,
8344,2024-10,SMB,Product_B,14178.61,0.03,439.54,13739.07,01/10/2024,,,
8345,2024-11,Enterprise,Service_A,19728.22,0.02,295.92,19432.3,01/11/2024,,,
8346,2024-01,Retail,Product_B,2315.83,0.05,104.21,2211.62,01/01/2024,,,
8347,2024-04,Enterprise,Product_B,21141.96,0.01,126.85,21015.11,01/04/2024,,,
8348,2024-10,Retail,AddOn_D,3880.1,0.05,186.24,3693.86,01/10/2024,,,
8349,2024-03,Retail,Subscription_C,4939.7,0.04,197.59,4742.11,01/03/2024,,,
8350,2024-09,Retail,Subscription_C,3026.21,0.05,139.21,2887,01/09/2024,,,
8351,2024-04,SMB,Subscription_C,13970.4,0.03,349.26,13621.14,01/04/2024,,,
8352,2024-10,SMB,AddOn_D,12052.89,0.03,337.48,11715.41,01/10/2024,,,
8353,2024-07,SMB,AddOn_D,14507.32,0.02,275.64,14231.68,01/07/2024,,,
8354,2024-08,Retail,Subscription_C,4842.5,0.04,174.33,4668.17,01/08/2024,,,
8355,2024-08,SMB,Subscription_C,11381.44,0.03,295.92,11085.52,01/08/2024,,,
8356,2024-03,Enterprise,Service_A,29299.01,0.01,322.29,28976.72,01/03/2024,,,
8357,2024-03,Enterprise,Subscription_C,29474.95,0.01,206.32,29268.63,01/03/2024,,,
8358,2024-06,Enterprise,Service_A,16349.46,0.01,228.89,16120.57,01/06/2024,,,
8359,2024-01,SMB,Product_B,14730.58,0.03,427.19,14303.39,01/01/2024,,,
8360,2024-09,Retail,Subscription_C,4230.15,0.05,198.82,4031.33,01/09/2024,,,
8361,2024-03,Retail,Subscription_C,3636.87,0.05,181.84,3455.03,01/03/2024,,,
8362,2024-01,Retail,Product_B,4881.71,0.05,244.09,4637.62,01/01/2024,,,
8363,2024-10,Retail,Product_B,3008.55,0.05,144.41,2864.14,01/10/2024,,,
8364,2024-07,Enterprise,Product_B,24936.25,0.01,324.17,24612.08,01/07/2024,,,
8365,2024-03,Enterprise,Product_B,28427.58,0.01,198.99,28228.59,01/03/2024,,,
8366,2024-10,Retail,Service_A,2307.88,0.04,92.32,2215.56,01/10/2024,,,
8367,2024-01,SMB,Subscription_C,5807.18,0.02,116.14,5691.04,01/01/2024,,,
8368,2024-03,Enterprise,Product_B,22052.04,0.01,308.73,21743.31,01/03/2024,,,
8369,2024-08,Retail,AddOn_D,2286.91,0.05,118.92,2167.99,01/08/2024,,,
8370,2024-09,Retail,Product_B,1600.55,0.05,75.23,1525.32,01/09/2024,,,
8371,2024-04,SMB,Service_A,6273.13,0.02,100.37,6172.76,01/04/2024,,,
8372,2024-09,SMB,Product_B,11534.63,0.03,346.04,11188.59,01/09/2024,,,
8373,2024-06,Retail,Subscription_C,3142.49,0.05,144.55,2997.94,01/06/2024,,,
8374,2024-11,Retail,Subscription_C,3237.19,0.04,126.25,3110.94,01/11/2024,,,
8375,2024-01,Enterprise,AddOn_D,16313.57,0.01,179.45,16134.12,01/01/2024,,,
8376,2024-07,Retail,AddOn_D,4338.8,0.04,190.91,4147.89,01/07/2024,,,
8377,2024-03,Enterprise,Product_B,28381.82,0.01,283.82,28098,01/03/2024,,,
8378,2024-08,Enterprise,Product_B,27311.33,0.01,218.49,27092.84,01/08/2024,,,
8379,2024-03,SMB,Subscription_C,13976.06,0.02,223.62,13752.44,01/03/2024,,,
8380,2024-01,Retail,Service_A,4343.27,0.04,182.42,4160.85,01/01/2024,,,
8381,2024-05,Enterprise,Subscription_C,19649.26,0.01,235.79,19413.47,01/05/2024,,,
8382,2024-03,Retail,Subscription_C,4332.96,0.04,177.65,4155.31,01/03/2024,,,
8383,2024-03,Enterprise,Subscription_C,17770.6,0.01,159.94,17610.66,01/03/2024,,,
8384,2024-04,Enterprise,Service_A,26387.16,0.02,395.81,25991.35,01/04/2024,,,
8385,2024-01,Enterprise,Service_A,17117.42,0.01,154.06,16963.36,01/01/2024,,,
8386,2024-08,Retail,Subscription_C,3379.14,0.05,182.47,3196.67,01/08/2024,,,
8387,2024-09,Retail,Product_B,1338.91,0.05,64.27,1274.64,01/09/2024,,,
8388,2024-03,Retail,AddOn_D,4335.39,0.04,169.08,4166.31,01/03/2024,,,
8389,2024-01,Enterprise,AddOn_D,29844.25,0.01,387.98,29456.27,01/01/2024,,,
8390,2024-11,SMB,Subscription_C,8366.89,0.02,150.6,8216.29,01/11/2024,,,
8391,2024-07,Enterprise,Service_A,20165.86,0.01,161.33,20004.53,01/07/2024,,,
8392,2024-08,Enterprise,Product_B,23430.1,0.01,140.58,23289.52,01/08/2024,,,
8393,2024-09,SMB,Service_A,14480.6,0.02,275.13,14205.47,01/09/2024,,,
8394,2024-01,Retail,Service_A,1962.16,0.04,74.56,1887.6,01/01/2024,,,
8395,2024-01,SMB,Service_A,13452.62,0.02,215.24,13237.38,01/01/2024,,,
8396,2024-09,Enterprise,Product_B,27397.82,0.01,164.39,27233.43,01/09/2024,,,
8397,2024-04,Retail,Product_B,3910.87,0.05,191.63,3719.24,01/04/2024,,,
8398,2024-01,SMB,Service_A,10067.41,0.03,322.16,9745.25,01/01/2024,,,
8399,2024-04,Retail,Product_B,1319.59,0.05,71.26,1248.33,01/04/2024,,,
8400,2024-05,Retail,Subscription_C,3622.94,0.05,184.77,3438.17,01/05/2024,,,
